dept,num
AC ENG,22A
AC ENG,22B
AFAM,40A
AFAM,151
ANTHRO,10B
ANTHRO,2D
ANTHRO,30A
ANTHRO,134A
ANTHRO,162A
ANTHRO,41A
ANTHRO,128B
ANTHRO,2A
ART,30A
ART,50B
ART,95
ART,100
ART,71A
ART,20A
ART,9C
ART HIS,40C
ASIANAM,54
ASIANAM,132
ASIANAM,199
ASIANAM,55
BIO SCI,D111L
BIO SCI,M122
BIO SCI,97
BIO SCI,E166L
BIO SCI,E131L
BIO SCI,D136
BIO SCI,E109
BIO SCI,99
BIO SCI,D124
BIO SCI,N165
BIO SCI,197
BIO SCI,199
BIO SCI,M116L
BIO SCI,35
BIO SCI,M118L
BIO SCI,36
BME,111
BME,50B
BME,199
BME,299
BANA,200
BANA,201A
BANA,211
CBE,299
CHEM,51B
CHEM,1C
CHEM,1LD
CHEM,1LE
CHEM,199
CHEM,280
CHEM,5
CHEM,51LB
CHEM,1LC
CHEM,51LC
CHEM,1B
CHEM,51C
CHC/LAT,64
CHC/LAT,176
CHC/LAT,178A
CHC/LAT,148
CHC/LAT,147
CHC/LAT,120
ENGRCEE,297
ENGRCEE,299
ENGRCEE,30
ENGRCEE,11
ENGRCEE,80
CLASSIC,45B
CLASSIC,37A
COM LIT,9
COM LIT,299
COMPSCI,143A
COMPSCI,141
COMPSCI,122A
COMPSCI,299
COMPSCI,298P
COMPSCI,199
CRM/LAW,C127
CRM/LAW,C7
CRM/LAW,C299
CRM/LAW,C164
CRM/LAW,C104
CRM/LAW,C120
DANCE,3
DANCE,193
DANCE,185W
DRAMA,15
DRAMA,103
DRAMA,10
DRAMA,16
EARTHSS,199
EARTHSS,15
EARTHSS,3
EAS,40
ECON,20A
ECON,122A
ECON,100A
ECON,100C
ECON,15B
ECON,25
ECON,199
ECON,13
ECON,299
ECON,105B
ECON,15A
ECON,20B
ECON,122B
ECON,154
ECON,140
ECON,167
ECON,100B
ECON,135
ECON,12
ECON,161A
EDUC,131
EDUC,50
EDUC,202
EDUC,160
EDUC,358
EDUC,298
EDUC,243
EDUC,347
EDUC,364
EDUC,348A
EDUC,323A
EDUC,198
EECS,70LB
EECS,170LC
EECS,70B
EECS,10
EECS,116
EECS,299
EECS,31L
EECS,170C
EECS,22
EECS,50
ECPS,299
ENGR,30
ENGR,290P
ENGR,291
ENGR,80
ENGR,191
ENGR,190W
ENGLISH,9
ENGLISH,102D
ENGLISH,17
ENGLISH,290
EPIDEM,299
EPIDEM,297
EURO ST,S11
FLM&MDA,85C
FLM&MDA,101C
FLM&MDA,85A
FRENCH,S1BC
FRENCH,S2BC
GEN&SEX,50B
GEN&SEX,50C
HISTORY,60
HISTORY,37A
HISTORY,16A
HISTORY,40C
HISTORY,70D
HISTORY,199
HISTORY,12
HISTORY,40B
HISTORY,21C
IN4MATX,299
IN4MATX,101
I&C SCI,192
I&C SCI,6B
I&C SCI,139W
I&C SCI,6N
INTL ST,183A
INTL ST,11
INTL ST,163
INTL ST,177J
INTL ST,154B
INTL ST,13
INTL ST,1
ITALIAN,50
JAPANSE,S1BC
JAPANSE,S2BC
KOREAN,S1BC
LSCI,10
LSCI,68
LSCI,2
LPS,31
LPS,60
LPS,29
MGMT,113
MGMT,107
MGMT,131B
MGMT,105
MGMT,7
MGMT,126
MGMT,190
MGMT,101
MGMT,141
MGMT,30B
MGMT,102
MPAC,200B
MPAC,200C
MATH,176
MATH,180A
MATH,140B
MATH,3D
MATH,110B
MATH,195W
MATH,5A
MATH,2E
MATH,140A
MATH,2A
MATH,299A
MATH,105A
MATH,1B
MATH,2D
MATH,120A
MATH,13
MATH,121A
MATH,105LB
MATH,130A
MATH,3A
MATH,105B
MATH,105LA
MATH,2B
MATH,5B
MATH,9
ENGRMAE,199
ENGRMAE,299
ENGRMAE,30
ENGRMAE,80
ENGRMAE,130B
ENGRMAE,120
MUSIC,25
MUSIC,3
MUSIC,9
MUSIC,191
NEURBIO,200C
NUR SCI,294
PHRMSCI,90
PHRMSCI,42
PHRMSCI,120L
PHILOS,31
PHILOS,133
PHILOS,3
PHILOS,4
PHILOS,2
PHILOS,1
PHILOS,29
PHILOS,131C
PHYSICS,199
PHYSICS,7D
PHYSICS,3C
PHYSICS,7LD
PHYSICS,2
PHYSICS,3B
PHYSICS,7E
PHYSICS,295
POL SCI,51A
POL SCI,124C
POL SCI,153E
POL SCI,61A
POL SCI,299
POL SCI,21A
POL SCI,151H
POL SCI,71A
PSCI,11B
PSCI,11A
PSCI,183S
PSCI,11C
PSCI,111D
PSCI,9
PSCI,103H
PSCI,115D
PSCI,102C
PSCI,193C
PSYCH,7A
PSYCH,46A
PSYCH,9C
PSYCH,9A
PSYCH,9B
PSYCH,140C
PSYCH,120A
PSYCH,160D
PSYCH,290
PSYCH,10C
PUBHLTH,90
PUBHLTH,159
PUBHLTH,126
PUBHLTH,102
PUBHLTH,122
PUBHLTH,144
PUBHLTH,299
PUBHLTH,2
PUBHLTH,170
REL STD,5A
SOCECOL,199
SOCECOL,10
SOCECOL,13
SOCECOL,195W
SOCECOL,198
SOCECOL,183A
SOCECOL,195
SOCECOL,194W
SOC SCI,197
SOC SCI,184GW
SOC SCI,121T
SOC SCI,164B
SOC SCI,10C
SOC SCI,183A
SOC SCI,4A
SOC SCI,172AW
SOC SCI,134W
SOC SCI,164C
SOC SCI,194A
SOC SCI,3A
SOCIOL,3
SOCIOL,180A
SOCIOL,159
SOCIOL,1
SOCIOL,173
SOCIOL,62
SOCIOL,167A
SOCIOL,2
SOCIOL,10B
SOCIOL,161
SWE,275P
SWE,299
SPANISH,S1BC
SPANISH,S2BC
STATS,7
STATS,299
STATS,115
STATS,120B
UNI STU,196
UNI STU,3
UNI STU,83
UNI STU,84
UPPP,155
UPPP,170
UPPP,120
UPPP,299
UPPP,4
VIS STD,299
