department,department code,number,title,unit,ge,description,prerequisite,restriction,same as,overlaps with,concurrent with,grading option,repeatability,corequisite,prerequisite or corequisite
Criticism,CRITISM,200A,Political Economy: Methods and Critique,4,,"Introduction to canonical texts in Marxism coupled with an examination of the questions of race, gender, ethnicity, and sexuality that distend the calculus of the canon's assumptive logic. May be taken after CLT&THY 200B.",,Graduate students only.,CLT&THY 200A.,,,,,,
