dept,num
MGMT FE,225
MGMT FE,209B
GEN&SEX,189
GEN&SEX,290
GEN&SEX,171A
GEN&SEX,110A
GEN&SEX,50A
GEN&SEX,201
GEN&SEX,155
GEN&SEX,199
GEN&SEX,399
GEN&SEX,100A
GEN&SEX,100D
GERMAN,2A
GERMAN,290
GERMAN,1A
GERMAN,150
GERMAN,298
GERMAN,102
GERMAN,299
GERMAN,230
GERMAN,199
GERMAN,399
GLBLCLT,103B
GLBL ME,60A
GREEK,198
GREEK,199
GREEK,99
GREEK,100
GREEK,1A
HISTORY,16A
HISTORY,299
HISTORY,40A
HISTORY,399
HISTORY,200
HISTORY,240
HISTORY,21A
HISTORY,147
HISTORY,114
HISTORY,298
HISTORY,70C
HISTORY,291
HISTORY,144G
HISTORY,290
HISTORY,169
HISTORY,150
HISTORY,132E
HISTORY,171E
HISTORY,132C
HISTORY,12
HISTORY,250
HISTORY,164B
HISTORY,199
HISTORY,297
HISTORY,60
HISTORY,160
HISTORY,100W
HISTORY,70D
HISTORY,120D
HISTORY,190
HISTORY,37A
HISTORY,148B
HISTORY,15C
HISTORY,70B
HISTORY,166D
HISTORY,260
HUMAN,H1AS
HUMAN,B1A
HUMAN,H140
HUMAN,1AES
HUMAN,198
HUMAN,270
HUMAN,199
HUMAN,H84
HUMAN,265A
HUMAN,398B
HUMAN,399
HUMAN,1AS
HUMAN,260A
HUMAN,195
HUMAN,298
HUMAN,1A
HUMAN,H120
IN4MATX,115
IN4MATX,261
IN4MATX,101
IN4MATX,298
IN4MATX,H198
IN4MATX,131
IN4MATX,290
IN4MATX,141
IN4MATX,117
IN4MATX,133
IN4MATX,201
IN4MATX,199
IN4MATX,267
IN4MATX,191A
IN4MATX,151
IN4MATX,244
IN4MATX,231
IN4MATX,190
IN4MATX,280
IN4MATX,171
IN4MATX,43
IN4MATX,161
IN4MATX,209S
IN4MATX,164
IN4MATX,299
IN4MATX,281
IN4MATX,125
IN4MATX,282
IN4MATX,121
I&C SCI,139W
I&C SCI,51
I&C SCI,169A
I&C SCI,60
I&C SCI,46
I&C SCI,53L
I&C SCI,45J
I&C SCI,398A
I&C SCI,193
I&C SCI,6B
I&C SCI,80
I&C SCI,6D
I&C SCI,3
I&C SCI,33
I&C SCI,6N
I&C SCI,399
I&C SCI,32A
I&C SCI,53
I&C SCI,32
I&C SCI,5
I&C SCI,31
I&C SCI,H197
I&C SCI,163
I&C SCI,192
I&C SCI,45C
I&C SCI,90
INTL ST,183A
INTL ST,13
INTL ST,290
INTL ST,177C
INTL ST,201
INTL ST,179
INTL ST,12
INTL ST,112A
INTL ST,158B
INTL ST,1
INTL ST,199
INTL ST,210A
INTL ST,141B
INTL ST,11
INTL ST,154W
INTL ST,15
INTL ST,148W
INTL ST,142D
INTL ST,104A
INTL ST,106B
INTL ST,122
INTL ST,14
INTL ST,153D
INTL ST,299
INTL ST,183CW
INTL ST,145A
INTL ST,142A
INTL ST,H180
IRAN,292
IRAN,281
IRAN,282
IRAN,280
IRAN,295
IRAN,294
IRAN,293
ITALIAN,199
ITALIAN,2A
ITALIAN,99
ITALIAN,1A
ITALIAN,150
JAPANSE,3A
