dept,num
AFAM,40B
AFAM,151
ANTHRO,41A
ANTHRO,10A
ANTHRO,25A
ANTHRO,2B
ANTHRO,136K
ANTHRO,199
ANTHRO,2A
ART,30A
ART,71A
ART,101W
ART,12B
ART,20A
ART,81A
ART,100
ARTS,1
ASIANAM,51
ASIANAM,52
ASIANAM,132
BIO SCI,E179
BIO SCI,9B
BIO SCI,D103
BIO SCI,198
BIO SCI,E179L
BIO SCI,36
BIO SCI,M122
BIO SCI,98
BIO SCI,M116L
BIO SCI,97
BIO SCI,94
BIO SCI,38
BIO SCI,E112L
BIO SCI,194S
BIO SCI,N110
BIO SCI,N158
BIO SCI,93
BIO SCI,199
BIO SCI,E109
BIO SCI,M118L
BIO SCI,E136
BME,50A
BME,199
BME,299
CHEM,51A
CHEM,180
CHEM,1A
CHEM,1LC
CHEM,12
CHEM,1LD
CHEM,51LD
CHEM,1C
CHEM,51LB
CHEM,51B
CHC/LAT,147
CHC/LAT,183
CHC/LAT,64
ENGRCEE,20
ENGRCEE,30
ENGRCEE,296
ENGRCEE,299
CLASSIC,45A
COM LIT,199
COM LIT,60A
COMPSCI,133
COMPSCI,299P
COMPSCI,298P
COMPSCI,199
COMPSCI,299
COMPSCI,171
CRM/LAW,C162
CRM/LAW,C127
CRM/LAW,C107
CRM/LAW,C142
CRM/LAW,C115
CRM/LAW,C7
DANCE,197
DRAMA,130
DRAMA,10
DRAMA,15
DRAMA,199
EARTHSS,5
EARTHSS,3
ECO EVO,200A
ECON,20A
ECON,25
ECON,134A
ECON,199
ECON,15B
ECON,100C
ECON,15A
ECON,122A
ECON,122B
ECON,132A
ECON,13
ECON,20B
ECON,100A
EDUC,124
EDUC,248
EDUC,230
EDUC,241
EDUC,361
EDUC,30
EDUC,374
EDUC,206
EDUC,160
EDUC,245
EDUC,243
EECS,31
EECS,10
EECS,70LA
EECS,170A
EECS,55
EECS,299
EECS,12
EECS,70A
ENGR,100
ENGR,30
ENGR,295
ENGR,190W
ENGR,195
ENGLISH,17
ENGLISH,102C
ENGLISH,290
EURO ST,S10
EURO ST,12
FLM&MDA,120A
FLM&MDA,101C
FLM&MDA,85B
FRENCH,S1AB
FRENCH,S2AB
GEN&SEX,50A
GEN&SEX,50B
GERMAN,199
HISTORY,21A
HISTORY,12
HISTORY,15D
HISTORY,70A
HISTORY,40A
HISTORY,60
IN4MATX,299
IN4MATX,199
IN4MATX,43
I&C SCI,192
I&C SCI,139W
I&C SCI,6B
INTL ST,155BW
INTL ST,130
INTL ST,11
INTL ST,183A
INTL ST,140A
INTL ST,13
INTL ST,151B
JAPANSE,S1AB
KOREAN,S1AB
LINGUIS,43
LINGUIS,2
LINGUIS,3
LPS,30
LPS,60
LPS,29
MGMT,105
MGMT,109
MGMT,124
MGMT,132A
MGMT,107
MGMT,30A
MGMT,7
MGMT,194
MGMT,131A
MGMT,102
MGMTPHD,299
MPAC,200A
MPAC,200D
MATH,13
MATH,1B
MATH,105LA
MATH,175
MATH,5A
MATH,3A
MATH,2B
MATH,3D
MATH,299A
MATH,105A
MATH,2A
MATH,2D
MATH,1A
MATH,120A
MATH,9
MATH,4
MATH,130A
MATH,173A
MATH,199A
MATH,140A
ENGRMAE,199
ENGRMAE,30
ENGRMAE,297
ENGRMAE,130A
ENGRMAE,296
MOL BIO,200R
MUSIC,8
MUSIC,191
MUSIC,46
MUSIC,78
MUSIC,3
PHRMSCI,90
PHRMSCI,199
PHRMSCI,120
PHILOS,2
PHILOS,30
PHILOS,1
PHILOS,4
PHILOS,5
PHILOS,29
PHYSICS,199
PHYSICS,7LD
PHYSICS,7D
PHYSICS,7C
PHYSICS,3A
PHYSICS,7LC
PHYSICS,3B
PHYSICS,20A
POL SCI,124C
POL SCI,21A
POL SCI,299
POL SCI,144A
POL SCI,61A
POL SCI,146B
PSYCH,199
PSYCH,9B
PSYCH,112LM
PSYCH,7A
PSYCH,112M
PSYCH,177D
PSYCH,9A
PSYCH,129
PUBHLTH,1
PUBHLTH,10
PUBHLTH,101
PUBHLTH,102
PUBHLTH,144
PUBHLTH,122
PUBHLTH,127
PUBHLTH,2
PUBHLTH,199
REL STD,115
SOCECOL,13
SOCECOL,183A
SOCECOL,E8
SOCECOL,199
SOCECOL,10
SOC SCI,164D
SOC SCI,1A
SOC SCI,10B
SOC SCI,197
SOC SCI,120
SOC SCI,189
SOC SCI,3A
SOC SCI,172AW
SOC SCI,183A
SOC SCI,184GW
SOC SCI,194A
SOC SCI,78B
SOC SCI,89
SOCIOL,10A
SOCIOL,142
SOCIOL,156
SOCIOL,62
SOCIOL,1
SOCIOL,110
SOCIOL,2
SOCIOL,173
SPANISH,S1AB
SPANISH,S2AB
STATS,299
STATS,67
STATS,8
STATS,7
STATS,120A
UPPP,299
UPPP,4
UPPP,170
WRITING,30
