dept,num
AC ENG,139W
AC ENG,23A
AC ENG,20B
AC ENG,20C
AC ENG,22A
AC ENG,29
AC ENG,20D
AC ENG,23C
AC ENG,28
AC ENG,20A
AC ENG,23B
AFAM,157
AFAM,112A
AFAM,143
AFAM,198
AFAM,40B
AFAM,111B
AFAM,113
AFAM,128
AFAM,399
AFAM,199
ANATOMY,500B
ANATOMY,600B
ANATOMY,215
ANATOMY,230
ANATOMY,230A
ANATOMY,200
ANATOMY,502A
ANATOMY,227B
ANATOMY,200R
ANATOMY,699A
ANATOMY,203A
ANATOMY,693A
ANATOMY,201
ANATOMY,600L
ANTHRO,136B
ANTHRO,2D
ANTHRO,134A
ANTHRO,136K
ANTHRO,152A
ANTHRO,169
ANTHRO,121AW
ANTHRO,180AW
ANTHRO,212A
ANTHRO,41A
ANTHRO,H190B
ANTHRO,289
ANTHRO,230F
ANTHRO,197
ANTHRO,202B
ANTHRO,259A
ANTHRO,10B
ANTHRO,126A
ANTHRO,256A
ANTHRO,198
ANTHRO,230D
ANTHRO,2A
ANTHRO,141A
ANTHRO,2B
ANTHRO,139
ANTHRO,290
ANTHRO,299
ANTHRO,125X
ANTHRO,235A
ANTHRO,128B
ANTHRO,164P
ANTHRO,199
ARABIC,1B
ARABIC,10B
ARABIC,10A
ARABIC,199
ART,220
ART,236
ART,199
ART,280
ART,11A
ART,150
ART,81B
ART,71B
ART,108
ART,250
ART,240
ART,150F
ART,101W
ART,262
ART,51
ART,152A
ART,189
ART,100
ART,110C
ART,71A
ART,121A
ART,197
ART,40
ART,50B
ART,144
ART,190
ART,150C
ART,264
ART,30B
ART,141
ART,123B
ART,1B
ART,399
ART,20B
ART,151
ART,230
ART,9B
ART,263
ART,12A
ART,130A
ART,128
ART HIS,134C
ART HIS,180
ART HIS,164B
ART HIS,298
ART HIS,42B
ART HIS,145B
ART HIS,199
ART HIS,140B
ART HIS,40B
ART HIS,198
ART HIS,299
ART HIS,399
ART HIS,162C
ART HIS,190W
ARTS,199
ASIANAM,52
ASIANAM,201
ASIANAM,290
ASIANAM,143
ASIANAM,138
ASIANAM,291
ASIANAM,200B
ASIANAM,399
ASIANAM,151H
ASIANAM,110
ASIANAM,199
ASIANAM,144
ASIANAM,150
BIOCHEM,200R
BIOCHEM,291
BIOCHEM,200B
BIOCHEM,699B
BIOCHEM,202B
BIOCHEM,292B
BIO SCI,D104
BIO SCI,D111L
BIO SCI,M137
BIO SCI,N120B
BIO SCI,N156
BIO SCI,56
BIO SCI,100
BIO SCI,E161L
BIO SCI,101
BIO SCI,3B
BIO SCI,9E
BIO SCI,M144
BIO SCI,197
BIO SCI,14
BIO SCI,3A
BIO SCI,E136
BIO SCI,N119
BIO SCI,M125
BIO SCI,N155
BIO SCI,D145
BIO SCI,198
BIO SCI,D103
BIO SCI,1A
BIO SCI,E112L
BIO SCI,E117B
BIO SCI,N115B
BIO SCI,N151
BIO SCI,M131
BIO SCI,98
BIO SCI,9B
BIO SCI,94
BIO SCI,E179
BIO SCI,44
BIO SCI,D113
BIO SCI,M114
BIO SCI,M114L
BIO SCI,2B
BIO SCI,25
BIO SCI,192
BIO SCI,M124B
BIO SCI,46
BIO SCI,199
BIO SCI,23
BIO SCI,E131L
BIO SCI,45
BIO SCI,E160
BIO SCI,11
BIO SCI,M122
BIO SCI,194S
BIO SCI,M121
BIO SCI,D170
