dept,num
AC ENG,29
AC ENG,20A
AC ENG,23A
AC ENG,20D
AC ENG,23C
AC ENG,20B
AC ENG,22A
AC ENG,28
AC ENG,20C
AC ENG,139W
AC ENG,23B
AFAM,112B
AFAM,125
AFAM,113
AFAM,40A
AFAM,198
AFAM,199
AFAM,399
ANATOMY,292A
ANATOMY,500B
ANATOMY,201
ANATOMY,693A
ANATOMY,600B
ANATOMY,200R
ANATOMY,200
ANATOMY,210A
ANATOMY,502A
ANATOMY,500A
ANATOMY,600L
ANATOMY,227A
ANATOMY,699A
ANATOMY,503B
ANTHRO,259A
ANTHRO,198
ANTHRO,199
ANTHRO,2A
ANTHRO,2C
ANTHRO,197
ANTHRO,250A
ANTHRO,204A
ANTHRO,190
ANTHRO,163A
ANTHRO,41A
ANTHRO,215A
ANTHRO,248C
ANTHRO,25A
ANTHRO,299
ANTHRO,H190A
ANTHRO,129
ANTHRO,134F
ANTHRO,10A
ANTHRO,289
ANTHRO,2B
ANTHRO,139
ANTHRO,202A
ANTHRO,132A
ANTHRO,180AW
ANTHRO,134A
ANTHRO,125A
ANTHRO,290
ANTHRO,169
ARABIC,10A
ARABIC,10B
ARABIC,1A
ARABIC,199
ARMN,1A
ART,20A
ART,199
ART,138
ART,197
ART,151
ART,230
ART,30A
ART,101W
ART,71B
ART,81A
ART,189
ART,106A
ART,280A
ART,11A
ART,71A
ART,40
ART,210
ART,399
ART,65C
ART,240
ART,262
ART,65A
ART,30B
ART,215
ART,128
ART,50A
ART,132A
ART,91
ART,95
ART,9A
ART,20B
ART,152A
ART,100
ART,1A
ART,154
ART HIS,199
ART HIS,399
ART HIS,120
ART HIS,198
ART HIS,103
ART HIS,140A
ART HIS,42D
ART HIS,151B
ART HIS,298
ART HIS,100
ART HIS,299
ART HIS,40A
ART HIS,164D
ART HIS,163
ARTS,199
ASIANAM,399
ASIANAM,200A
ASIANAM,290
ASIANAM,200D
ASIANAM,164
ASIANAM,291
ASIANAM,50
ASIANAM,54
ASIANAM,199
ASIANAM,151F
BIOCHEM,202A
BIOCHEM,291
BIOCHEM,200A
BIOCHEM,200R
BIOCHEM,699B
BIOCHEM,210A
BIOCHEM,292A
BIO SCI,E107
BIO SCI,M126
BIO SCI,E112L
BIO SCI,3B
BIO SCI,101
BIO SCI,E117A
BIO SCI,36
BIO SCI,2B
BIO SCI,N120A
BIO SCI,35
BIO SCI,D130
BIO SCI,M118L
BIO SCI,M143
BIO SCI,N152
BIO SCI,192
BIO SCI,M124A
BIO SCI,M116L
BIO SCI,E186L
BIO SCI,N117
BIO SCI,M122
BIO SCI,E138
BIO SCI,N153
BIO SCI,194S
BIO SCI,100
BIO SCI,E190
BIO SCI,1A
BIO SCI,H90
BIO SCI,M123
BIO SCI,93
BIO SCI,D103
BIO SCI,N115A
BIO SCI,198
