dept,num
AC ENG,29
AC ENG,22B
AFAM,40A
ANTHRO,2D
ANTHRO,41A
ANTHRO,134A
ANTHRO,10B
ANTHRO,162A
ANTHRO,2A
ART,9B
ART,12A
ART,30A
ART,20B
ART,81B
ART,65A
ART,100
ART,30B
ASIANAM,55
ASIANAM,54
BIO SCI,100
BIO SCI,35
BIO SCI,N165
BIO SCI,E106
BIO SCI,D136
BIO SCI,D104
BIO SCI,9J
BIO SCI,D124
BIO SCI,37
BIO SCI,198
BIO SCI,E179L
BIO SCI,M122
BIO SCI,D111L
BIO SCI,97
BIO SCI,99
BIO SCI,94
BIO SCI,194S
BIO SCI,93
BIO SCI,199
BIO SCI,M118L
BME,50B
BME,199
BME,299
BANA,241
BANA,201A
BANA,200
BANA,211
CBE,199
CBEMS,199
CHEM,1B
CHEM,199
CHEM,51LC
CHEM,180
CHEM,51C
CHEM,299
CHEM,1LC
CHEM,1LD
CHEM,5
CHEM,1C
CHEM,1LE
CHEM,51LB
CHEM,128
CHEM,51B
CHC/LAT,120
CHC/LAT,64
CHC/LAT,154
CHC/LAT,178A
CHC/LAT,151
ENGRCEE,199
ENGRCEE,11
ENGRCEE,299
ENGRCEE,80
ENGRCEE,296
CLASSIC,37A
CLASSIC,45B
CLASSIC,45A
COM LIT,10
COMPSCI,143A
COMPSCI,299P
COMPSCI,152
COMPSCI,151
COMPSCI,141
COMPSCI,298P
COMPSCI,199
COMPSCI,299
COMPSCI,171
CRM/LAW,C139
CRM/LAW,C10
CRM/LAW,C7
CRM/LAW,C104
DANCE,185W
DRAMA,16
DRAMA,135
DRAMA,50E
DRAMA,15
DRAMA,199
EARTHSS,15
EARTHSS,197
EARTHSS,1
EARTHSS,199
ECO EVO,200A
ECON,140
ECON,161A
ECON,20A
ECON,167
ECON,25
ECON,199
ECON,15B
ECON,100C
ECON,15A
ECON,100B
ECON,122A
ECON,122B
ECON,141A
ECON,13
ECON,20B
ECON,135
ECON,100A
EDUC,358
EDUC,40
EDUC,106
EDUC,323A
EDUC,202
EDUC,50
EDUC,198
EDUC,347
EDUC,364
EDUC,131
EDUC,243
EECS,70LB
EECS,20
EECS,70B
EECS,50
EECS,199
EECS,297
EECS,299
EECS,170C
EECS,170LC
EECS,31L
ENGR,98
ENGR,80
ENGR,295
ENGR,190W
ENGR,195
ENGLISH,9
ENGLISH,290
ENGLISH,299
ENGLISH,102A
EPIDEM,297
EURO ST,S11
MGMT EP,295A
MGMT EP,290
FLM&MDA,85A
FLM&MDA,139W
FRENCH,S2BC
FRENCH,S1BC
MGMT FE,299
MGMT FE,290
MGMT FE,201A
MGMT FE,203A
MGMT FE,295B
MGMT FE,227
MGMT FE,251A
MGMT FE,292
GEN&SEX,50C
HISTORY,21C
HISTORY,40B
HISTORY,70A
HISTORY,40C
HISTORY,60
HISTORY,37A
HUMAN,10
IN4MATX,299
IN4MATX,199
IN4MATX,101
I&C SCI,192
I&C SCI,51
I&C SCI,139W
I&C SCI,6B
INTL ST,154B
INTL ST,155BW
INTL ST,14
INTL ST,11
INTL ST,183A
INTL ST,13
INTL ST,177J
JAPANSE,S1BC
KOREAN,S1BC
LINGUIS,68
LINGUIS,3
LPS,31
LPS,60
LPS,29
MGMT,105
MGMT,136
MGMT,131B
MGMT,190
MGMT,30B
MGMT,1
MGMT,107
MGMT,113
MGMT,101
MGMT,102
MGMTPHD,299
MPAC,200C
MPAC,200B
MATH,13
MATH,3D
MATH,299A
MATH,1B
MATH,5B
MATH,180A
MATH,2A
MATH,2D
MATH,120A
MATH,4
MATH,130A
MATH,176
MATH,2E
MATH,3A
MATH,2B
MATH,121A
MATH,140A
ENGRMAE,199
ENGRMAE,10
ENGRMAE,120
ENGRMAE,80
ENGRMAE,297
ENGRMAE,130B
ENGRMAE,296
MOL BIO,200R
MUSIC,51
MUSIC,3
NUR SCI,294
PHRMSCI,90
PHRMSCI,198
PHRMSCI,120L
PHRMSCI,199
PHRMSCI,42
PHILOS,31
PHILOS,3
PHILOS,2
PHILOS,1
PHILOS,4
PHILOS,29
PHYSICS,199
PHYSICS,7LD
PHYSICS,7D
PHYSICS,7E
PHYSICS,3C
PHYSICS,20B
PHYSICS,3B
POL SCI,41A
POL SCI,21A
POL SCI,31A
POL SCI,11A
POL SCI,124B
POL SCI,153E
POL SCI,61A
POL SCI,171AW
POL SCI,157B
PSYCH,160A
PSYCH,199
PSYCH,9B
PSYCH,46A
PSYCH,120A
PSYCH,7A
PSYCH,9C
PSYCH,160D
PSYCH,140C
PSYCH,9A
PUBHLTH,1
PUBHLTH,125
PUBHLTH,170
PUBHLTH,197
PUBHLTH,90
PUBHLTH,139
PUBHLTH,135
PUBHLTH,179
PUBHLTH,2
PUBHLTH,199
PUBHLTH,30
PUBHLTH,159
SOCECOL,13
SOCECOL,195
SOCECOL,183A
SOCECOL,194W
SOCECOL,198
SOCECOL,199
SOCECOL,10
SOC SCI,164B
SOC SCI,164C
SOC SCI,197
SOC SCI,3A
SOC SCI,172AW
SOC SCI,183A
SOC SCI,184GW
SOC SCI,194A
SOC SCI,89
SOC SCI,10C
SOCIOL,290
SOCIOL,154
SOCIOL,3
SOCIOL,62
SOCIOL,159
SOCIOL,161
SOCIOL,1
SOCIOL,10B
SOCIOL,176
SPANISH,S1BC
SPANISH,S2BC
STATS,299
STATS,67
STATS,7
STATS,120B
STATS,8
UNI STU,84
UNI STU,83
UPPP,178
UPPP,112
UPPP,299
UPPP,172
