dept,num
AC ENG,29
AC ENG,22B
AFAM,40B
ANTHRO,41A
ANTHRO,134A
ANTHRO,10B
ANTHRO,162A
ANTHRO,2B
ANTHRO,199
ANTHRO,2A
ART,199
ART,20B
ART,12B
ART,65A
ART,100
ASIANAM,199
ASIANAM,55
ASIANAM,51
BIO SCI,100
BIO SCI,35
BIO SCI,E106
BIO SCI,D124
BIO SCI,37
BIO SCI,198
BIO SCI,E179L
BIO SCI,N113L
BIO SCI,M122
BIO SCI,D111L
BIO SCI,97
BIO SCI,E183
BIO SCI,99
BIO SCI,94
BIO SCI,E112L
BIO SCI,194S
BIO SCI,93
BIO SCI,199
BIO SCI,E109
BIO SCI,M118L
BIO SCI,9A
BATS,299
BME,296
BME,50B
BME,199
BME,295
BME,299
BME,297
BANA,201A
BANA,200
BANA,211
CBEMS,199
CBEMS,299
CHEM,1B
CHEM,199
CHEM,51LC
CHEM,180
CHEM,51C
CHEM,1P
CHEM,1LC
CHEM,1LD
CHEM,5
CHEM,1C
CHEM,1LE
CHEM,51LB
CHEM,51B
CHC/LAT,120
CHC/LAT,64
CHC/LAT,153
CHC/LAT,178A
CHC/LAT,151
ENGRCEE,80
ENGRCEE,11
ENGRCEE,299
CLASSIC,37A
CLASSIC,45B
CLASSIC,45A
COM LIT,10
CSE,50
CSE,42
CSE,31L
COMPSCI,143A
COMPSCI,199
COMPSCI,152
COMPSCI,298P
COMPSCI,299
CRM/LAW,C176
CRM/LAW,C156
CRM/LAW,C7
CRM/LAW,C10
CRM/LAW,C115
CRM/LAW,C139
DANCE,185W
DANCE,3
DRAMA,135
DRAMA,50E
EARTHSS,15
EARTHSS,182
EARTHSS,3
EARTHSS,199
ECO EVO,200A
ECON,140
ECON,161A
ECON,20A
ECON,25
ECON,199
ECON,15B
ECON,100C
ECON,15A
ECON,100B
ECON,122A
ECON,122B
ECON,299
ECON,13
ECON,20B
ECON,135
ECON,137W
ECON,100A
EDUC,358
EDUC,40
EDUC,106
EDUC,323A
EDUC,202
EDUC,50
EDUC,198
EDUC,347
EDUC,199
EDUC,364
EDUC,131
EDUC,243
EECS,70LB
EECS,20
EECS,70B
EECS,50
EECS,1
EECS,295
EECS,170C
EECS,170LC
EECS,31L
ENGR,199
ENGR,98
ENGR,80
ENGR,295
ENGR,190W
ENGR,195
ENGLISH,199
ENGLISH,10
ENGLISH,102C
EPIDEM,296
EURO ST,S11
MGMT EP,209A
MGMT EP,295A
FLM&MDA,139W
FLM&MDA,101B
FLM&MDA,85B
FIN,299
