dept,num
AC ENG,29
AC ENG,20A
AC ENG,23A
AC ENG,23C
AC ENG,20B
AC ENG,22A
AC ENG,28
AC ENG,20C
AC ENG,139W
AC ENG,23B
AFAM,144
AFAM,199
AFAM,399
AFAM,143
AFAM,128
AFAM,113
AFAM,40A
AFAM,163
AFAM,198
AFAM,155
AFAM,138
AFAM,134A
ANATOMY,292A
ANATOMY,500B
ANATOMY,201
ANATOMY,693A
ANATOMY,600B
ANATOMY,200R
ANATOMY,200
ANATOMY,210A
ANATOMY,502A
ANATOMY,500A
ANATOMY,600L
ANATOMY,227A
ANATOMY,699A
ANATOMY,503B
ANTHRO,198
ANTHRO,199
ANTHRO,2A
ANTHRO,2C
ANTHRO,197
ANTHRO,149
ANTHRO,163A
ANTHRO,41A
ANTHRO,215A
ANTHRO,25A
ANTHRO,299
ANTHRO,100A
ANTHRO,129
ANTHRO,134F
ANTHRO,10A
ANTHRO,H190B
ANTHRO,2B
ANTHRO,289
ANTHRO,139
ANTHRO,202A
ANTHRO,132A
ANTHRO,180AW
ANTHRO,134A
ANTHRO,125A
ANTHRO,134B
ANTHRO,290
ANTHRO,169
ANTHRO,245A
ARABIC,10A
ARABIC,10B
ARABIC,1A
ARABIC,199
ARMN,2A
ARMN,1A
ART,20A
ART,115W
ART,127B
ART,199
ART,236
ART,138
ART,197
ART,255
ART,230
ART,30A
ART,12A
ART,71B
ART,1A
ART,81A
ART,123B
ART,189
ART,251
ART,11A
ART,71A
ART,40
ART,130A
ART,210
ART,399
ART,65C
ART,240
ART,262
ART,30B
ART,128
ART,50A
ART,132A
ART,91
ART,9A
ART,20B
ART,152A
ART,100
ART,51
ART,154
ART HIS,151C
ART HIS,199
ART HIS,40B
ART HIS,399
ART HIS,198
ART HIS,155D
ART HIS,145C
ART HIS,155A
ART HIS,298
ART HIS,165A
ART HIS,299
ART HIS,42E
ART HIS,156
ARTS,H81
ARTS,199
ASIANAM,399
ASIANAM,200A
ASIANAM,290
ASIANAM,200D
ASIANAM,143
ASIANAM,114
ASIANAM,201
ASIANAM,291
ASIANAM,50
ASIANAM,54
ASIANAM,199
ASIANAM,151F
BIOCHEM,225
BIOCHEM,202A
BIOCHEM,200A
BIOCHEM,291
BIOCHEM,200R
BIOCHEM,699B
BIOCHEM,210A
BIOCHEM,292A
BIO SCI,E107
BIO SCI,M126
BIO SCI,E112L
BIO SCI,3B
BIO SCI,101
BIO SCI,E117A
BIO SCI,36
BIO SCI,2B
BIO SCI,N120A
BIO SCI,35
BIO SCI,D130
BIO SCI,E134
BIO SCI,E153
BIO SCI,M118L
BIO SCI,M143
BIO SCI,N152
BIO SCI,192
BIO SCI,M124A
BIO SCI,M116L
BIO SCI,N153
BIO SCI,193A
BIO SCI,194S
BIO SCI,100
BIO SCI,H90
BIO SCI,93
